"category","sub-category","sub-sub-category","serial number","Price ($)","diameter (in.)","max cfm","fan type","drive type","description","url"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB24SLB30075M",1319,24,6410,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 24 in Blade 3/4 HP -6,410 CFM - 3 Phase","http://www.industrialfansdirect.com/IND-FA-EF-CM-I1.html"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB24SLB10100",1439,24,7207,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 24 in Blade 1 HP -7,207 CFM - 1 Phase","http://www.industrialfansdirect.com/IND-FA-EF-CM-I1.html"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB24SLB30100M",1349,24,7207,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 24 in Blade 1 HP -7,207 CFM - 3 Phase","http://www.industrialfansdirect.com/IND-FA-EF-CM-I1.html"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB30SLB10033",1479,30,6658,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 30 in Blade 1/3 HP -6,658 CFM - 1 Phase","http://www.industrialfansdirect.com/IND-FA-EF-CM-I1.html"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB30SLB30033M",1449,30,6658,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 30 in Blade 1/3 HP -6,658 CFM - 3 Phase","http://www.industrialfansdirect.com/IND-FA-EF-CM-I1.html"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB30SLB10050",1479,30,8004,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 30 in Blade 1/2 HP -8,004 CFM - 1 Phase","http://www.industrialfansdirect.com/IND-FA-EF-CM-I1.html"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB30SLB30050M",1469,30,8004,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 30 in Blade 1/2 HP -8,004 CFM - 3 Phase","http://www.industrialfansdirect.com/IND-FA-EF-CM-I1.html"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB30SLB10075",1519,30,9067,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 30 in Blade 3/4 HP -9,067 CFM - 1 Phase","http://www.industrialfansdirect.com/IND-FA-EF-CM-I1.html"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB30SLB30075M",1479,30,9067,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 30 in Blade 3/4 HP -9,067 CFM - 3 Phase","http://www.industrialfansdirect.com/IND-FA-EF-CM-I1.html"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB30SLB10100",1579,30,10129,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 30 in Blade 1 HP -10,129 CFM - 1 Phase","http://www.industrialfansdirect.com/IND-FA-EF-CM-I1.html"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB30SLB30100M",1509,30,10129,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 30 in Blade 1 HP -10,129 CFM - 3 Phase","http://www.industrialfansdirect.com/IND-FA-EF-CM-I1.html"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB30SLB10150",1609,30,11758,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 30 in Blade 1 1/2 HP -11,758 CFM - 1 Phase","http://www.industrialfansdirect.com/IND-FA-EF-CM-I1.html"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB30SLB30150M",1579,30,11758,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 30 in Blade 1 1/2 HP -11,758 CFM - 3 Phase","http://www.industrialfansdirect.com/IND-FA-EF-CM-I1.html"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB36SLB10050",1669,36,9854,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 36 in Blade 1/2 HP -9,854 CFM - 1 Phase","http://www.industrialfansdirect.com/IND-FA-EF-CM-I1.html"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB36SLB30050M",1669,36,9854,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 36 in Blade 1/2 HP -9,854 CFM - 3 Phase","http://www.industrialfansdirect.com/IND-FA-EF-CM-I1.html"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB36SLB10075",1709,36,11056,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 36 in Blade 3/4 HP -11,056 CFM - 1 Phase","http://www.industrialfansdirect.com/IND-FA-EF-CM-I1.html"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB36SLB30075M",1679,36,11056,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 36 in Blade 3/4 HP -11,056 CFM - 3 Phase","http://www.industrialfansdirect.com/IND-FA-EF-CM-I1.html"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB36SLB10100",1769,36,12378,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 36 in Blade 1 HP -12,378 CFM - 1 Phase","http://www.industrialfansdirect.com/IND-FA-EF-CM-I1.html"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB36SLB30100M",1709,36,12378,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 36 in Blade 1 HP -12,378 CFM - 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB36SLB10150",1799,36,14541,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 36 in Blade 1 1/2 HP -14,541 CFM - 1 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB36SLB30150M",1769,36,14541,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 36 in Blade 1 1/2 HP -14,541 CFM - 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB36SLB10200",1969,36,16223,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 36 in Blade 2 HP -16,223 CFM - 1 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB36SLB30200M",1939,36,16223,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 36 in Blade 2 HP -16,223 CFM - 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB42SLB10075",2039,42,11755,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 42 in Blade 3/4 HP -11,755 CFM - 1 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB42SLB30075M",1989,42,11755,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 42 in Blade 3/4 HP -11,755 CFM - 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB42SLB10100",2109,42,13892,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 42 in Blade 1 HP -13,892 CFM - 1 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB42SLB30100M",1909,42,13892,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 42 in Blade 1 HP -13,892 CFM - 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB42SLB10150",1969,42,16564,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 42 in Blade 1 1/2 HP -16,564 CFM - 1 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB42SLB30150M",1959,42,16564,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 42 in Blade 1 1/2 HP -16,564 CFM - 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB42SLB10200",2119,42,18167,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 42 in Blade 2 HP -18,167 CFM - 1 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB42SLB30200M",2239,42,18167,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 42 in Blade 2 HP -18,167 CFM - 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB42SLB10300",2579,42,21016,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 42 in Blade 3 HP - 21,016 CFM - 1 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB42SLB30300M",2369,42,21016,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 42 in Blade 3 HP - 21,016 CFM - 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB48SLB10100",2289,48,18658,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 48 in Blade 1 HP - 18,658 CFM - 1 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB48SLB30100M",2239,48,18658,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 48 in Blade 1 HP - 18,658 CFM - 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB48SLB10150",2289,48,21485,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 48 in Blade 1 1/2 HP - 21,485 CFM - 1 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB48SLB30150M",2309,48,21485,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 48 in Blade 1 1/2 HP - 21,485 CFM - 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB48SLB10200",2449,48,24030,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 48 in Blade 2 HP - 24,030 CFM - 1 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB48SLB30200M",2469,48,24030,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 48 in Blade 2 HP - 24,030 CFM - 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB48SLB10300",2759,48,27422,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 48 in Blade 3 HP - 27,422 CFM - 1 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB48SLB30300M",2609,48,27422,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 48 in Blade 3 HP - 27,422 CFM - 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB48SLB10500",3059,48,33076,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 48 in Blade 5 HP - 33,076 CFM - 1 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB48SLB30500M",2779,48,33076,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 48 in Blade 5 HP - 33,076 CFM - 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB54SLB10150",3219,54,24281,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 54 in Blade 1 1/2 HP - 24,281 CFM - 1 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB54SLB30150M",3099,54,24281,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 54 in Blade 1 1/2 HP - 24,281 CFM - 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB54SLB10200",3369,54,26593,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 54 in Blade 2 HP - 26,593 CFM - 1 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB54SLB30200M",3259,54,26593,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 54 in Blade 2 HP - 26,593 CFM - 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB54SLB10300",3699,54,30832,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 54 in Blade 3 HP - 30,832 CFM - 1 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB54SLB30300M",3399,54,30832,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 54 in Blade 3 HP - 30,832 CFM - 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB54SLB10500",3749,54,36613,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 54 in Blade 5 HP - 36,613 CFM - 1 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB54SLB30500M",3479,54,36613,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 54 in Blade 5 HP - 36,613 CFM - 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB54SLB10750",4639,54,42009,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 54 in Blade 7 1/2 HP - 42,009 CFM - 1 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB54SLB30750M",4059,54,42009,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 54 in Blade 7 1/2 HP - 42,009 CFM - 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB60SLB10150",4229,60,28093,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 60 in Blade 1 1/2 HP - 28,093 CFM - 1 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB60SLB30150M",3999,60,28093,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 60 in Blade 1 1/2 HP - 28,093 CFM - 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB60SLB10200",4359,60,30647,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 60 in Blade 2 HP - 30,647 CFM - 1 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB60SLB30200M",4109,60,30647,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 60 in Blade 2 HP - 30,647 CFM - 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB60SLB10300",4689,60,35244,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 60 in Blade 3 HP - 35,244 CFM - 1 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB60SLB30300M",4269,60,35244,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 60 in Blade 3 HP - 35,244 CFM - 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB60SLB10500",4799,60,42906,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 60 in Blade 5 HP - 42,906 CFM - 1 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=42&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB60SLB30500M",4329,60,42906,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 60 in Blade 5 HP - 42,906 CFM - 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=63&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB60SLB10750",5609,60,49546,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 60 in Blade 7 1/2 HP - 49,546 CFM - 1 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=63&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL I - BELT","LFI-XB60SLB30750M",4949,60,49546,"Axial","Belt","Industrial I Cabinet Exhaust Fan Belt Drive: 60 in Blade 7 1/2 HP - 49,546 CFM - 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=63&SortBy=&Category_Code=IND-FA-EF-CM-I1"
"Exhaust","Wall - cabinet type","INDUSTRIAL II - BELT","LFI-HVA24SLB10075",1809,24,6750,"Axial","Belt","Industrial II Cabinet Exhaust Fan Belt Drive: 24 in Blade .75 HP - 6,750  CFM  - 1 Phase","http://www.industrialfansdirect.com/IND-FA-EF-CM-II.html"
"Exhaust","Wall - cabinet type","INDUSTRIAL II - BELT","LFI-HVA24SLB30075M",1609,24,6750,"Axial","Belt","Industrial II Cabinet Exhaust Fan Belt Drive: 24 in Blade .75 HP - 6,750  CFM  - 3 Phase","http://www.industrialfansdirect.com/IND-FA-EF-CM-II.html"
"Exhaust","Wall - cabinet type","INDUSTRIAL II - BELT","LFI-HVA24SLB10100",1869,24,6750,"Axial","Belt","Industrial II Cabinet Exhaust Fan Belt Drive: 24 in Blade 1 HP  - 7,400CFM  - 1 Phase","http://www.industrialfansdirect.com/IND-FA-EF-CM-II.html"
"Exhaust","Wall - cabinet type","INDUSTRIAL II - BELT","LFI-HVA24SLB30100M",1659,24,6750,"Axial","Belt","Industrial II Cabinet Exhaust Fan Belt Drive: 24 in Blade 1 HP - 7,400CFM - 3 Phase","http://www.industrialfansdirect.com/IND-FA-EF-CM-II.html"
"Exhaust","Wall - cabinet type","INDUSTRIAL II - BELT","LFI-HVA24SLB10150",1959,24,6750,"Axial","Belt","Industrial II Cabinet Exhaust Fan Belt Drive: 24 in Blade 1.5 HP - 8,400CFM  -1 Phase","http://www.industrialfansdirect.com/IND-FA-EF-CM-II.html"
